product,course_title,lesson1_date,lesson2_date,lesson3_date,lesson4_date,lesson5_date,lesson6_date,lesson7_date,lesson8_date,lesson9_date,lesson10_date,lesson11_date,lesson12_date,lesson1_time,lesson2_time,lesson3_time,lesson4_time,lesson5_time,lesson6_time,lesson7_time,lesson8_time,lesson9_time,lesson10_time,lesson11_time,lesson12_time,lesson1_location,lesson2_location,lesson3_location,lesson4_location,lesson5_location,lesson6_location,lesson7_location,lesson8_location,lesson9_location,lesson10_location,lesson11_location,lesson12_location
115,"[B2B | HYBRID - Magnificent] - Executive Masterclass in FS, VRAR - Group B",20230609,20230616,20230623,20230630,20230707,20230714,20230721,20230728,20230804,20230811,20230818,20230825,16:30 - 20:30,16:30 - 20:30,16:30 - 20:30,16:30 - 20:30,16:30 - 20:30,16:30 - 20:30,16:30 - 20:30,16:30 - 20:30,16:30 - 20:30,16:30 - 20:30,16:30 - 20:30,16:30 - 20:30,"Hybrid - Online | 18/F, Tower 535, 535 Jaffe Road, Causeway Bay","Hybrid - Online | 18/F, Tower 535, 535 Jaffe Road, Causeway Bay","Hybrid - Online | 18/F, Tower 535, 535 Jaffe Road, Causeway Bay","Hybrid - Online | 18/F, Tower 535, 535 Jaffe Road, Causeway Bay","Hybrid - Online | 18/F, Tower 535, 535 Jaffe Road, Causeway Bay","Hybrid - Online | 18/F, Tower 535, 535 Jaffe Road, Causeway Bay","Hybrid - Online | 18/F, Tower 535, 535 Jaffe Road, Causeway Bay","Hybrid - Online | 18/F, Tower 535, 535 Jaffe Road, Causeway Bay","Hybrid - Online | 18/F, Tower 535, 535 Jaffe Road, Causeway Bay","Hybrid - Online | 18/F, Tower 535, 535 Jaffe Road, Causeway Bay","Hybrid - Online | 18/F, Tower 535, 535 Jaffe Road, Causeway Bay","Hybrid - Online | 18/F, Tower 535, 535 Jaffe Road, Causeway Bay"
