product,course_title,lesson1_date,lesson2_date,lesson3_date,lesson4_date,lesson5_date,lesson6_date,lesson7_date,lesson8_date,lesson9_date,lesson10_date,lesson11_date,lesson12_date,lesson13_date,lesson14_date,lesson15_date,lesson16_date,lesson17_date,lesson18_date,lesson19_date,lesson20_date,lesson21_date,lesson22_date,lesson23_date,lesson24_date,lesson25_date,lesson26_date,lesson27_date,lesson28_date,lesson29_date,lesson30_date,lesson1_time,lesson2_time,lesson3_time,lesson4_time,lesson5_time,lesson6_time,lesson7_time,lesson8_time,lesson9_time,lesson10_time,lesson11_time,lesson12_time,lesson13_time,lesson14_time,lesson15_time,lesson16_time,lesson17_time,lesson18_time,lesson19_time,lesson20_time,lesson21_time,lesson22_time,lesson23_time,lesson24_time,lesson25_time,lesson26_time,lesson27_time,lesson28_time,lesson29_time,lesson30_time,lesson1_location,lesson2_location,lesson3_location,lesson4_location,lesson5_location,lesson6_location,lesson7_location,lesson8_location,lesson9_location,lesson10_location,lesson11_location,lesson12_location,lesson13_location,lesson14_location,lesson15_location,lesson16_location,lesson17_location,lesson18_location,lesson19_location,lesson20_location,lesson21_location,lesson22_location,lesson23_location,lesson24_location,lesson25_location,lesson26_location,lesson27_location,lesson28_location,lesson29_location,lesson30_location
115,"[B2B | D2D - Top 2 Fashion Limited] - Executive Masterclass in ChatGPT, DT, DM, TB",20230615,20230622,20230629,20230706,20230713,20230720,20230727,20230803,20230810,20230817,20230824,20230831,20230907,20230914,20230921,20230928,20231005,20231012,20231019,20231026,20231102,20231109,20231116,20231123,20231130,20231207,20231214,20231221,20231228,20230104,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,21:00-23:00,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室,D2D | 九龍尖沙咀麼地道68號帝國中心4樓407室
